,pmcid,part,tokens,term_frequency
672,PMC4886620,discussion,usually,2
673,PMC4886620,introduction,always,1
674,PMC4886620,method,probability,1
675,PMC4886620,result,probability,1
676,PMC4911419,introduction,often,1
677,PMC4911419,introduction,probably,1
678,PMC4911419,introduction,usually,2
679,PMC4911419,method,often,2
680,PMC4911419,method,probability,1
681,PMC4923836,method,often,1
682,PMC4926013,4. Expanding Telepsychology in Other Underserved Areas,often,1
683,PMC4926013,introduction,always,1
684,PMC4926013,introduction,frequently,1
685,PMC4928139,A14 Using integrated administrative data to evaluate implementation of a behavioral health and trauma screening for children and youth in foster care,likely,1
686,PMC4928139,"A17 Efficient and effective scaling-up, screening, brief interventions, and referrals to treatment (SBIRT) training",often,1
687,PMC4928139,A18 Matching models of implementation to system needs and capacities,often,1
688,PMC4928139,A22 Refining a compilation of discrete implementation strategies and determining their importance and feasibility,likely,1
689,PMC4928139,A24 Implementing prolonged exposure for post-traumatic stress disorder in the Department of Veterans Affairs,likely,1
690,PMC4928139,A25 When readiness is a luxury,unlikely,1
691,PMC4928139,A39 Supervision practices and improved fidelity across evidence-based practices,often,1
692,PMC4928139,A41 A guideline decision support tool,often,1
693,PMC4928139,"A42 Dabblers, bedazzlers, or total makeovers",frequently,1
694,PMC4928139,A43 Characterization of context and its role in implementation,frequently,1
695,PMC4928139,A43 Characterization of context and its role in implementation,likely,1
696,PMC4928139,A46 Sustainability of integrated smoking cessation care in Veterans Affairs posttraumatic stress disorder clinics,often,1
697,PMC4928139,A49 Factors influencing the implementation of peer-led health promotion programs targeting seniors,often,1
698,PMC4928139,A50 Developing treatment fidelity rating systems for psychotherapy research,often,1
699,PMC4928139,A51 Rapid translation of alcohol prevention science,likely,1
700,PMC4928139,A53 Tracking implementation strategies prospectively,frequently,1
701,PMC4928139,A53 Tracking implementation strategies prospectively,often,2
702,PMC4928139,A56 Learning from implementation as usual in children’s mental health,often,1
703,PMC4928139,A76 Prescribers’ perspectives on opioids and benzodiazepines and medication alerts to reduce co-prescribing of these medications,likely,1
704,PMC4928139,A78 Opportunities and challenges of measuring program implementation with online surveys,likely,1
705,PMC4928139,background,rarely,1
706,PMC4928139,introduction,frequently,1
707,PMC4928139,introduction,often,1
708,PMC4928139,result,often,1
709,PMC4931796,discussion,always,1
710,PMC4931796,discussion,frequently,2
711,PMC4931796,discussion,likely,3
712,PMC4931796,discussion,probably,5
713,PMC4931796,discussion,rarely,1
714,PMC4931796,discussion,usually,1
715,PMC4931796,introduction,frequently,1
716,PMC4931796,introduction,likely,1
717,PMC4931796,introduction,rarely,2
718,PMC4931796,introduction,usually,3
719,PMC4931796,method,always,3
720,PMC4931796,method,never,11
721,PMC4931796,method,often,3
722,PMC4931796,method,rarely,1
723,PMC4931796,result,frequently,2
724,PMC4931796,result,likely,6
725,PMC4931796,result,often,1
726,PMC4931796,result,probability,3
727,PMC4943498,Oral & poster presentations,always,7
728,PMC4943498,Oral & poster presentations,frequently,10
729,PMC4943498,Oral & poster presentations,likely,10
730,PMC4943498,Oral & poster presentations,maybe,1
731,PMC4943498,Oral & poster presentations,never,10
732,PMC4943498,Oral & poster presentations,often,18
733,PMC4943498,Oral & poster presentations,possibly,5
734,PMC4943498,Oral & poster presentations,probability,15
735,PMC4943498,Oral & poster presentations,probably,6
736,PMC4943498,Oral & poster presentations,rarely,3
737,PMC4943498,Oral & poster presentations,usually,10
738,PMC4943498,Session 3,possibly,1
739,PMC4943949,abstract,rarely,1
740,PMC4943949,introduction,certainly,1
741,PMC4943949,introduction,rarely,2
742,PMC4949215,Moderators to Feeling of Face,likely,2
743,PMC4949215,Moderators to Feeling of Face,usually,1
744,PMC4949215,Positive Social Situations and Feeling of Face,always,2
745,PMC4949215,Positive Social Situations and Feeling of Face,frequently,1
746,PMC4949215,Positive Social Situations and Feeling of Face,likely,1
747,PMC4949215,Positive Social Situations and Feeling of Face,unlikely,1
748,PMC4949215,Positive Social Situations and Feeling of Face,usually,2
749,PMC4949215,Psychosocial Equilibrium and Relations,certainly,1
750,PMC4949215,conclusion,likely,2
751,PMC4977475,Behavioral health,frequently,2
752,PMC4977475,Behavioral health,likely,7
753,PMC4977475,Behavioral health,rarely,1
754,PMC4977475,Behavioral health,unlikely,1
755,PMC4977475,Big data & technology for dissemination & implementation research,likely,2
756,PMC4977475,Big data & technology for dissemination & implementation research,often,2
757,PMC4977475,Big data & technology for dissemination & implementation research,usually,1
758,PMC4977475,Clinical care settings,likely,1
759,PMC4977475,Clinical care settings,unlikely,1
760,PMC4977475,Global dissemination and implementation research,likely,4
761,PMC4977475,Global dissemination and implementation research,usually,1
762,PMC4977475,Health policy dissemination and implementation,frequently,2
763,PMC4977475,Health policy dissemination and implementation,likely,2
764,PMC4977475,Prevention and public health,likely,2
765,PMC4977475,Prevention and public health,never,1
766,PMC4977475,Prevention and public health,often,2
767,PMC4977475,Prevention and public health,probability,3
768,PMC4977475,Promoting health equity and eliminating disparities,likely,3
769,PMC4977475,discussion,likely,1
770,PMC4977475,discussion,often,1
771,PMC4977475,method,frequently,1
772,PMC4977475,method,likely,4
773,PMC4977475,method,often,2
774,PMC4991280,,never,1
775,PMC4991280,,often,1
776,PMC4991280,BEKHTEREV IN EARLY‐SOVIET CHILD SCIENCE,likely,1
777,PMC4991280,The Child and The Reflex,likely,2
778,PMC4991280,The Child and The Reflex,never,1
779,PMC4991280,The Child and The Reflex,often,2
780,PMC4991280,The Child and The Reflex,usually,2
781,PMC4991280,conclusion,never,1
782,PMC4991280,introduction,often,1
783,PMC5005975,discussion,likely,2
784,PMC5005975,introduction,usually,1
785,PMC5037963,Phase 1,frequently,2
786,PMC5037963,Phase 1,likely,1
787,PMC5037963,Phase 1,never,1
788,PMC5037963,Phase 1,often,8
789,PMC5037963,Phase 1,probability,1
790,PMC5037963,Phase 2,always,1
791,PMC5037963,Phase 2,maybe,2
792,PMC5037963,Phase 2,probably,1
793,PMC5037963,Phase 2,usually,10
794,PMC5037963,Theoretical framework,likely,1
795,PMC5037963,conclusion,certainly,1
796,PMC5037963,discussion,always,2
797,PMC5037963,discussion,likely,3
798,PMC5037963,discussion,often,1
799,PMC5037963,discussion,usually,3
800,PMC5037963,introduction,likely,1
801,PMC5037963,introduction,often,1
802,PMC5047897,introduction,likely,5
803,PMC5047897,introduction,often,1
804,PMC5047897,method,usually,2
805,PMC5061809,abstract,always,1
806,PMC5061809,abstract,likely,2
807,PMC5061809,abstract,never,1
808,PMC5061809,abstract,often,2
809,PMC5061809,abstract,unlikely,1
810,PMC5062019,introduction,likely,2
811,PMC5062019,method,never,2
812,PMC5062019,method,often,1
813,PMC5062019,method,probability,1
814,PMC5062019,result,always,3
815,PMC5062019,result,likely,1
816,PMC5062029,discussion,certainly,1
817,PMC5062029,discussion,likely,1
818,PMC5062029,discussion,often,2
819,PMC5062029,discussion,possibly,1
820,PMC5062029,discussion,usually,3
821,PMC5062029,introduction,likely,3
822,PMC5062029,method,frequently,1
823,PMC5062029,result,frequently,1
824,PMC5080736,abstract,likely,1
825,PMC5080736,discussion,frequently,1
826,PMC5080736,discussion,likely,3
827,PMC5080736,discussion,often,1
828,PMC5080736,discussion,possibly,2
829,PMC5080736,discussion,usually,1
830,PMC5091832,discussion,likely,1
831,PMC5091832,introduction,likely,2
832,PMC5091832,introduction,probability,2
833,PMC5114870,discussion,certainly,2
834,PMC5114870,introduction,often,1
835,PMC5114870,introduction,usually,1
836,PMC5114870,method,always,1
837,PMC5114870,method,frequently,1
838,PMC5114870,method,never,5
839,PMC5114870,method,often,1
840,PMC5114870,method,rarely,1
841,PMC5114870,method,usually,1
842,PMC5132378,,often,4
843,PMC5132378,A MODEL OF INTERDISCIPLINARY COLLABORATION,often,1
844,PMC5132378,"EXAMPLES OF COMPLEMENTARY WORK FROM DBER AND LEARNING SCIENCESWe further differentiate DBER and the learning sciences by providing examples of recent work from each discipline that approach similar questions of interest to life sciences education research (Table 1). We have chosen to highlight articles from each discipline that investigate model-based learning and concept mapping in life sciences education. Four papers were chosen based on publication date (specifically, those published within the past year), prestige of the journal, and focus on principles related to life sciences education. Note that the following section is not meant as a critique of these articles, nor is it intended to be an exhaustive literature review. Rather, each of the highlighted papers was chosen to distinguish practices in each field on related subject areas.TABLE 1.Examples of complementary life sciences education research",often,2
845,PMC5132378,discussion,always,1
846,PMC5132378,discussion,likely,2
847,PMC5132378,discussion,never,1
848,PMC5132378,discussion,often,4
849,PMC5132378,method,maybe,1
850,PMC5132378,method,often,1
851,PMC5138236,Metaphorical Thinking,often,1
852,PMC5138236,Metaphorical Thinking,possibly,1
853,PMC5138236,Understanding in the Wild,likely,1
854,PMC5138236,Understanding in the Wild,often,1
855,PMC5138236,abstract,often,1
856,PMC5138236,conclusion,often,1
857,PMC5148869,background,likely,3
858,PMC5148869,background,never,1
859,PMC5148869,background,often,1
860,PMC5148869,background,probability,1
861,PMC5148869,conclusion,likely,1
862,PMC5148869,conclusion,probability,1
863,PMC5148869,discussion,likely,3
864,PMC5148869,discussion,never,1
865,PMC5148869,method,likely,2
866,PMC5156692,discussion,likely,1
867,PMC5156692,introduction,frequently,3
868,PMC5156692,introduction,usually,2
869,PMC5156692,method,always,1
870,PMC5156692,method,never,2
871,PMC5156692,method,often,1
872,PMC5156692,method,usually,1
873,PMC5179565,discussion,always,1
874,PMC5179565,discussion,usually,1
875,PMC5179565,introduction,likely,1
876,PMC5179565,introduction,unlikely,1
877,PMC5179565,introduction,usually,1
878,PMC5179565,method,always,2
879,PMC5179565,method,never,1
880,PMC5179565,method,rarely,1
881,PMC5179565,method,usually,1
882,PMC5179565,result,always,1
883,PMC5179565,result,frequently,1
884,PMC5179565,result,often,1
885,PMC5179565,result,usually,4
886,PMC5214372,,frequently,1
887,PMC5214372,Premeeting activities,often,1
888,PMC5214372,abstract,frequently,1
889,PMC5214372,abstract,often,1
890,PMC5214372,abstract,rarely,1
891,PMC5214372,abstract,usually,1
892,PMC5214372,conclusion,likely,1
893,PMC5234553,Findings,always,3
894,PMC5234553,Findings,certainly,1
895,PMC5234553,Findings,frequently,1
896,PMC5234553,Findings,likely,1
897,PMC5234553,Findings,often,2
898,PMC5234553,Findings,probably,1
899,PMC5234553,Findings,usually,1
900,PMC5234553,background,often,5
901,PMC5234553,discussion,likely,1
902,PMC5234553,introduction,likely,1
903,PMC5234553,method,frequently,2
904,PMC5292428,Implications for policy and practice,probability,1
905,PMC5292428,Review of the literature and conceptual framework,often,2
906,PMC5292428,abstract,likely,2
907,PMC5292428,background,often,2
908,PMC5292428,conclusion,likely,1
909,PMC5292428,discussion,likely,1
910,PMC5292428,discussion,probability,1
911,PMC5292428,future,probability,1
912,PMC5292428,method,never,1
913,PMC5292428,method,often,2
914,PMC5292428,method,probability,8
915,PMC5292428,result,likely,6
916,PMC5292428,result,probability,4
917,PMC5303739,discussion,usually,1
918,PMC5303739,introduction,often,1
919,PMC5303739,introduction,usually,1
920,PMC5303739,method,usually,2
921,PMC5303739,result,probability,1
922,PMC5319280,method,never,1
923,PMC5324692,discussion,likely,1
924,PMC5324692,introduction,likely,2
925,PMC5324692,introduction,often,1
926,PMC5331658,background,always,1
927,PMC5331658,background,frequently,1
928,PMC5331658,discussion,likely,1
929,PMC5331658,discussion,often,4
930,PMC5331658,method,often,1
931,PMC5331658,method,usually,1
932,PMC5346172,discussion,likely,1
933,PMC5346172,introduction,frequently,1
934,PMC5357629,Materials and Equipment,always,2
935,PMC5357629,Materials and Equipment,never,4
936,PMC5357629,Materials and Equipment,often,3
937,PMC5357629,result,likely,2
938,PMC5357629,result,often,1
939,PMC5359225,discussion,probably,1
940,PMC5359225,introduction,frequently,1
941,PMC5359225,introduction,likely,1
942,PMC5359225,introduction,usually,2
943,PMC5359225,method,always,1
944,PMC5359225,method,never,3
945,PMC5359742,conclusion,likely,1
946,PMC5359742,conclusion,rarely,1
947,PMC5359742,discussion,always,2
948,PMC5359742,discussion,frequently,1
949,PMC5359742,discussion,likely,4
950,PMC5359742,discussion,never,1
951,PMC5359742,discussion,often,1
952,PMC5359742,discussion,rarely,1
953,PMC5359742,discussion,usually,2
954,PMC5361794,background,often,2
955,PMC5361794,discussion,certainly,1
956,PMC5361794,discussion,likely,1
957,PMC5361794,discussion,often,1
958,PMC5361794,discussion,possibly,1
959,PMC5361794,discussion,usually,1
960,PMC5361794,result,always,1
961,PMC5361794,result,maybe,2
962,PMC5361794,result,often,11
963,PMC5361794,result,rarely,1
964,PMC5373002,conclusion,often,1
965,PMC5373002,discussion,likely,1
966,PMC5373002,discussion,often,1
967,PMC5373002,introduction,frequently,1
968,PMC5388747,discussion,likely,1
969,PMC5388747,introduction,unlikely,1
970,PMC5397523,introduction,always,1
971,PMC5397523,introduction,often,1
972,PMC5397523,introduction,probably,1
973,PMC5399390,background,likely,1
974,PMC5399390,background,often,2
975,PMC5399390,background,usually,1
976,PMC5399390,method,usually,2
977,PMC5433187,background,likely,2
978,PMC5433187,discussion,often,1
979,PMC5433187,method,likely,1
980,PMC5433187,method,often,1
981,PMC5433187,method,unlikely,1
982,PMC5435802,discussion,likely,2
983,PMC5435802,introduction,likely,1
984,PMC5435802,introduction,often,1
985,PMC5435802,method,never,2
986,PMC5435802,method,often,7
987,PMC5435802,method,rarely,1
988,PMC5439012,discussion,possibly,1
989,PMC5439012,introduction,frequently,1
990,PMC5439012,introduction,never,1
991,PMC5439012,introduction,usually,1
992,PMC5439012,method,always,2
993,PMC5439012,method,never,2
994,PMC5442510,Increasing access of students with disabilities in higher education,often,1
995,PMC5446556,Translation,never,1
996,PMC5446556,abstract,likely,1
997,PMC5446556,abstract,never,1
998,PMC5446556,abstract,often,2
999,PMC5446556,result,often,5
1000,PMC5447085,introduction,frequently,1
1001,PMC5447085,introduction,likely,1
1002,PMC5447085,method,always,1
1003,PMC5447085,method,never,1
1004,PMC5449472,Personal Responsibility,always,1
1005,PMC5449472,Personal Responsibility,likely,3
1006,PMC5449472,Personal Responsibility,maybe,1
1007,PMC5449472,Personal Responsibility,never,1
1008,PMC5449472,Personal Responsibility,often,2
1009,PMC5449472,discussion,often,2
1010,PMC5449472,introduction,likely,1
1011,PMC5449472,method,never,2
1012,PMC5449472,method,possibly,1
1013,PMC5450398,Experiences and perceptions of informants\n\n,never,1
